DEBUG: Project PROJ-010 | Count: 11 | Sum: 2554093.2900000005 | Threshold: 2000000
DEBUG: Project PROJ-220 | Count: 9 | Sum: 1349576.52 | Threshold: 2000000
DEBUG: Project PROJ-220 | Count: 8 | Sum: 1343540.43 | Threshold: 2000000
DEBUG: Project PROJ-220 | Count: 7 | Sum: 847111.8699999999 | Threshold: 2000000
DEBUG: Project PROJ-220 | Count: 6 | Sum: 598357.48 | Threshold: 2000000
DEBUG: Project PROJ-220 | Count: 5 | Sum: 583806.3200000001 | Threshold: 2000000
DEBUG: Project PROJ-220 | Count: 4 | Sum: 557453.95 | Threshold: 2000000
DEBUG: Project PROJ-222 | Count: 16 | Sum: 23921395.71 | Threshold: 2000000
DEBUG: Project PROJ-222 | Count: 15 | Sum: 19546124.7 | Threshold: 2000000
DEBUG: Project PROJ-222 | Count: 14 | Sum: 19309854.36 | Threshold: 2000000
DEBUG: Project PROJ-222 | Count: 13 | Sum: 19284282.13 | Threshold: 2000000
DEBUG: Project PROJ-222 | Count: 12 | Sum: 17223191.27 | Threshold: 2000000
DEBUG: Project PROJ-222 | Count: 11 | Sum: 15615222.39 | Threshold: 2000000
DEBUG: Project PROJ-222 | Count: 10 | Sum: 12860743.860000001 | Threshold: 2000000
DEBUG: Project PROJ-222 | Count: 9 | Sum: 12845512.940000001 | Threshold: 2000000
DEBUG: Project PROJ-222 | Count: 8 | Sum: 12724244.850000001 | Threshold: 2000000
DEBUG: Project PROJ-222 | Count: 7 | Sum: 12519667.020000001 | Threshold: 2000000
DEBUG: Project PROJ-222 | Count: 6 | Sum: 9419519.07 | Threshold: 2000000
DEBUG: Project PROJ-222 | Count: 5 | Sum: 9383923.350000001 | Threshold: 2000000
DEBUG: Project PROJ-222 | Count: 4 | Sum: 9365028.5 | Threshold: 2000000
DEBUG: Project PROJ-224 | Count: 14 | Sum: 20483651.29 | Threshold: 2000000
DEBUG: Project PROJ-224 | Count: 13 | Sum: 20102129.299999997 | Threshold: 2000000
DEBUG: Project PROJ-224 | Count: 12 | Sum: 20086675.42 | Threshold: 2000000
DEBUG: Project PROJ-224 | Count: 11 | Sum: 16001259.71 | Threshold: 2000000
DEBUG: Project PROJ-224 | Count: 10 | Sum: 13852561.910000002 | Threshold: 2000000
DEBUG: Project PROJ-224 | Count: 9 | Sum: 13828857.89 | Threshold: 2000000
DEBUG: Project PROJ-224 | Count: 8 | Sum: 13567798.06 | Threshold: 2000000
DEBUG: Project PROJ-224 | Count: 7 | Sum: 10493202.990000002 | Threshold: 2000000
DEBUG: Project PROJ-224 | Count: 6 | Sum: 6462896.29 | Threshold: 2000000
DEBUG: Project PROJ-224 | Count: 5 | Sum: 6137797.18 | Threshold: 2000000
DEBUG: Project PROJ-224 | Count: 4 | Sum: 5692196.949999999 | Threshold: 2000000
DEBUG: Project PROJ-226 | Count: 11 | Sum: 8164714.87 | Threshold: 2000000
DEBUG: Project PROJ-226 | Count: 10 | Sum: 7960581.78 | Threshold: 2000000
DEBUG: Project PROJ-226 | Count: 9 | Sum: 7822273.78 | Threshold: 2000000
DEBUG: Project PROJ-226 | Count: 8 | Sum: 7656380.44 | Threshold: 2000000
DEBUG: Project PROJ-226 | Count: 7 | Sum: 6917800.04 | Threshold: 2000000
DEBUG: Project PROJ-226 | Count: 6 | Sum: 6492226.05 | Threshold: 2000000
DEBUG: Project PROJ-226 | Count: 5 | Sum: 6477179.600000001 | Threshold: 2000000
DEBUG: Project PROJ-226 | Count: 4 | Sum: 6445924.3 | Threshold: 2000000
DEBUG: Project PROJ-227 | Count: 4 | Sum: 2783327.9499999997 | Threshold: 2000000
DEBUG: Project PROJ-237 | Count: 4 | Sum: 2743829.5300000003 | Threshold: 2000000
DEBUG: Project PROJ-239 | Count: 6 | Sum: 4865459.37 | Threshold: 2000000
DEBUG: Project PROJ-239 | Count: 5 | Sum: 2393572.7399999998 | Threshold: 2000000
DEBUG: Project PROJ-239 | Count: 4 | Sum: 2368743.23 | Threshold: 2000000
DEBUG: Project PROJ-250 | Count: 13 | Sum: 4245054.149999999 | Threshold: 2000000
DEBUG: Project PROJ-250 | Count: 12 | Sum: 4236551.399999999 | Threshold: 2000000
DEBUG: Project PROJ-250 | Count: 11 | Sum: 3822406.64 | Threshold: 2000000
DEBUG: Project PROJ-250 | Count: 10 | Sum: 3479950.13 | Threshold: 2000000
DEBUG: Project PROJ-250 | Count: 9 | Sum: 3411069.2 | Threshold: 2000000
DEBUG: Project PROJ-250 | Count: 8 | Sum: 3164415.66 | Threshold: 2000000
DEBUG: Project PROJ-250 | Count: 7 | Sum: 2869489.95 | Threshold: 2000000
DEBUG: Project PROJ-250 | Count: 6 | Sum: 1102117.33 | Threshold: 2000000
DEBUG: Project PROJ-250 | Count: 5 | Sum: 727697.41 | Threshold: 2000000
DEBUG: Project PROJ-250 | Count: 4 | Sum: 290375.29 | Threshold: 2000000
DEBUG: Project PROJ-277 | Count: 4 | Sum: 1016197.76 | Threshold: 2000000
DEBUG: Project PROJ-278 | Count: 6 | Sum: 7062750.79 | Threshold: 2000000
DEBUG: Project PROJ-278 | Count: 5 | Sum: 4443307.19 | Threshold: 2000000
DEBUG: Project PROJ-278 | Count: 4 | Sum: 4325613.9 | Threshold: 2000000
DEBUG: Project PROJ-284 | Count: 8 | Sum: 1464996.04 | Threshold: 2000000
DEBUG: Project PROJ-284 | Count: 7 | Sum: 1437831.45 | Threshold: 2000000
DEBUG: Project PROJ-284 | Count: 6 | Sum: 1342363.2200000002 | Threshold: 2000000
DEBUG: Project PROJ-284 | Count: 5 | Sum: 1135412.73 | Threshold: 2000000
DEBUG: Project PROJ-284 | Count: 4 | Sum: 922085.87 | Threshold: 2000000
DEBUG: Project PROJ-298 | Count: 4 | Sum: 968860.35 | Threshold: 2000000
DEBUG: Project PROJ-300 | Count: 11 | Sum: 8140108.51 | Threshold: 2000000
DEBUG: Project PROJ-300 | Count: 10 | Sum: 7994253.220000001 | Threshold: 2000000
DEBUG: Project PROJ-300 | Count: 9 | Sum: 3182456.2600000007 | Threshold: 2000000
DEBUG: Project PROJ-300 | Count: 8 | Sum: 1572719.49 | Threshold: 2000000
DEBUG: Project PROJ-300 | Count: 7 | Sum: 1549161.41 | Threshold: 2000000
DEBUG: Project PROJ-300 | Count: 6 | Sum: 1334795.63 | Threshold: 2000000
DEBUG: Project PROJ-300 | Count: 5 | Sum: 1001190.21 | Threshold: 2000000
DEBUG: Project PROJ-300 | Count: 4 | Sum: 842060.8800000001 | Threshold: 2000000
DEBUG: Project PROJ-302 | Count: 13 | Sum: 10702139.739999998 | Threshold: 2000000
DEBUG: Project PROJ-302 | Count: 12 | Sum: 10680678.559999999 | Threshold: 2000000
DEBUG: Project PROJ-302 | Count: 11 | Sum: 6639877.959999999 | Threshold: 2000000
DEBUG: Project PROJ-302 | Count: 10 | Sum: 6629793.68 | Threshold: 2000000
DEBUG: Project PROJ-302 | Count: 9 | Sum: 6599308.209999999 | Threshold: 2000000
DEBUG: Project PROJ-302 | Count: 8 | Sum: 6180105.83 | Threshold: 2000000
DEBUG: Project PROJ-302 | Count: 7 | Sum: 4254011.81 | Threshold: 2000000
DEBUG: Project PROJ-302 | Count: 6 | Sum: 4214580.06 | Threshold: 2000000
DEBUG: Project PROJ-302 | Count: 5 | Sum: 1462739.68 | Threshold: 2000000
DEBUG: Project PROJ-302 | Count: 4 | Sum: 1211679.23 | Threshold: 2000000
DEBUG: Project PROJ-304 | Count: 13 | Sum: 5777926.1499999985 | Threshold: 2000000
DEBUG: Project PROJ-304 | Count: 12 | Sum: 5753720.409999998 | Threshold: 2000000
DEBUG: Project PROJ-304 | Count: 11 | Sum: 1964562.7700000003 | Threshold: 2000000
DEBUG: Project PROJ-304 | Count: 10 | Sum: 1755229.87 | Threshold: 2000000
DEBUG: Project PROJ-304 | Count: 9 | Sum: 1648198.27 | Threshold: 2000000
DEBUG: Project PROJ-304 | Count: 8 | Sum: 1197798.4800000002 | Threshold: 2000000
DEBUG: Project PROJ-304 | Count: 7 | Sum: 868329.17 | Threshold: 2000000
DEBUG: Project PROJ-304 | Count: 6 | Sum: 555437.13 | Threshold: 2000000
DEBUG: Project PROJ-304 | Count: 5 | Sum: 434093.82 | Threshold: 2000000
DEBUG: Project PROJ-304 | Count: 4 | Sum: 359625.68 | Threshold: 2000000
DEBUG: Project PROJ-311 | Count: 5 | Sum: 1204169.7700000003 | Threshold: 2000000
DEBUG: Project PROJ-311 | Count: 4 | Sum: 926344.5 | Threshold: 2000000
DEBUG: Project PROJ-315 | Count: 19 | Sum: 5258837.1899999995 | Threshold: 2000000
DEBUG: Project PROJ-315 | Count: 18 | Sum: 5138145.42 | Threshold: 2000000
DEBUG: Project PROJ-315 | Count: 17 | Sum: 5096566.07 | Threshold: 2000000
DEBUG: Project PROJ-315 | Count: 16 | Sum: 5077045.85 | Threshold: 2000000
DEBUG: Project PROJ-315 | Count: 15 | Sum: 5037750.56 | Threshold: 2000000
DEBUG: Project PROJ-315 | Count: 14 | Sum: 4988856.88 | Threshold: 2000000
DEBUG: Project PROJ-315 | Count: 13 | Sum: 4559072.99 | Threshold: 2000000
DEBUG: Project PROJ-315 | Count: 12 | Sum: 4535279.8 | Threshold: 2000000
DEBUG: Project PROJ-315 | Count: 11 | Sum: 4275174.61 | Threshold: 2000000
DEBUG: Project PROJ-315 | Count: 10 | Sum: 4249790.2299999995 | Threshold: 2000000
DEBUG: Project PROJ-315 | Count: 9 | Sum: 3882265.9699999997 | Threshold: 2000000
DEBUG: Project PROJ-315 | Count: 8 | Sum: 3623594.2199999997 | Threshold: 2000000
DEBUG: Project PROJ-315 | Count: 7 | Sum: 3248543.52 | Threshold: 2000000
DEBUG: Project PROJ-315 | Count: 6 | Sum: 3236799.51 | Threshold: 2000000
DEBUG: Project PROJ-315 | Count: 5 | Sum: 2224568.5700000003 | Threshold: 2000000
DEBUG: Project PROJ-315 | Count: 4 | Sum: 664852.12 | Threshold: 2000000
DEBUG: Project PROJ-316 | Count: 16 | Sum: 4009133.27 | Threshold: 2000000
DEBUG: Project PROJ-316 | Count: 15 | Sum: 3517773.3800000004 | Threshold: 2000000
DEBUG: Project PROJ-316 | Count: 14 | Sum: 3087751.87 | Threshold: 2000000
DEBUG: Project PROJ-316 | Count: 13 | Sum: 3048718.15 | Threshold: 2000000
DEBUG: Project PROJ-316 | Count: 12 | Sum: 3000597.49 | Threshold: 2000000
DEBUG: Project PROJ-316 | Count: 11 | Sum: 2600184.5600000005 | Threshold: 2000000
DEBUG: Project PROJ-316 | Count: 10 | Sum: 2206189.9499999997 | Threshold: 2000000
DEBUG: Project PROJ-316 | Count: 9 | Sum: 1744624.06 | Threshold: 2000000
DEBUG: Project PROJ-316 | Count: 8 | Sum: 1717288.8900000001 | Threshold: 2000000
DEBUG: Project PROJ-316 | Count: 7 | Sum: 1319199.2200000002 | Threshold: 2000000
DEBUG: Project PROJ-316 | Count: 6 | Sum: 1014609.11 | Threshold: 2000000
DEBUG: Project PROJ-316 | Count: 5 | Sum: 986254.36 | Threshold: 2000000
DEBUG: Project PROJ-316 | Count: 4 | Sum: 627178.4199999999 | Threshold: 2000000
DEBUG: Project PROJ-317 | Count: 17 | Sum: 20451071.580000006 | Threshold: 2000000
DEBUG: Project PROJ-317 | Count: 16 | Sum: 20061130.940000005 | Threshold: 2000000
DEBUG: Project PROJ-317 | Count: 15 | Sum: 18806623.230000004 | Threshold: 2000000
DEBUG: Project PROJ-317 | Count: 14 | Sum: 15487863.75 | Threshold: 2000000
DEBUG: Project PROJ-317 | Count: 13 | Sum: 15173197.620000001 | Threshold: 2000000
DEBUG: Project PROJ-317 | Count: 12 | Sum: 14864774.46 | Threshold: 2000000
DEBUG: Project PROJ-317 | Count: 11 | Sum: 14798868.540000001 | Threshold: 2000000
DEBUG: Project PROJ-317 | Count: 10 | Sum: 10347494.76 | Threshold: 2000000
DEBUG: Project PROJ-317 | Count: 9 | Sum: 9915839.31 | Threshold: 2000000
DEBUG: Project PROJ-317 | Count: 8 | Sum: 9883586.72 | Threshold: 2000000
DEBUG: Project PROJ-317 | Count: 7 | Sum: 9823546.99 | Threshold: 2000000
DEBUG: Project PROJ-317 | Count: 6 | Sum: 5219147.569999999 | Threshold: 2000000
DEBUG: Project PROJ-317 | Count: 5 | Sum: 352774.30000000005 | Threshold: 2000000
DEBUG: Project PROJ-317 | Count: 4 | Sum: 339087.05000000005 | Threshold: 2000000
DEBUG: Project PROJ-320 | Count: 11 | Sum: 12122570.620000003 | Threshold: 2000000
DEBUG: Project PROJ-320 | Count: 10 | Sum: 12049079.330000002 | Threshold: 2000000
DEBUG: Project PROJ-320 | Count: 9 | Sum: 10783604.850000001 | Threshold: 2000000
DEBUG: Project PROJ-320 | Count: 8 | Sum: 6037701.489999998 | Threshold: 2000000
DEBUG: Project PROJ-320 | Count: 7 | Sum: 1469164.0599999998 | Threshold: 2000000
DEBUG: Project PROJ-320 | Count: 6 | Sum: 1272728.47 | Threshold: 2000000
DEBUG: Project PROJ-320 | Count: 5 | Sum: 819138.54 | Threshold: 2000000
DEBUG: Project PROJ-320 | Count: 4 | Sum: 771429.5800000001 | Threshold: 2000000
DEBUG: Project PROJ-331 | Count: 9 | Sum: 1418664.06 | Threshold: 2000000
DEBUG: Project PROJ-331 | Count: 8 | Sum: 1400123.62 | Threshold: 2000000
DEBUG: Project PROJ-331 | Count: 7 | Sum: 1116569.8399999999 | Threshold: 2000000
DEBUG: Project PROJ-331 | Count: 6 | Sum: 1067973.19 | Threshold: 2000000
DEBUG: Project PROJ-331 | Count: 5 | Sum: 1038752.41 | Threshold: 2000000
DEBUG: Project PROJ-331 | Count: 4 | Sum: 598847.1900000001 | Threshold: 2000000
DEBUG: Project PROJ-333 | Count: 20 | Sum: 12049675.730000002 | Threshold: 2000000
DEBUG: Project PROJ-333 | Count: 19 | Sum: 11961308.610000001 | Threshold: 2000000
DEBUG: Project PROJ-333 | Count: 18 | Sum: 11630653.520000001 | Threshold: 2000000
DEBUG: Project PROJ-333 | Count: 17 | Sum: 9491803.59 | Threshold: 2000000
DEBUG: Project PROJ-333 | Count: 16 | Sum: 9478037.700000001 | Threshold: 2000000
DEBUG: Project PROJ-333 | Count: 15 | Sum: 9408310.27 | Threshold: 2000000
DEBUG: Project PROJ-333 | Count: 14 | Sum: 9402553.13 | Threshold: 2000000
DEBUG: Project PROJ-333 | Count: 13 | Sum: 7449622.689999999 | Threshold: 2000000
DEBUG: Project PROJ-333 | Count: 12 | Sum: 7408026.850000001 | Threshold: 2000000
DEBUG: Project PROJ-333 | Count: 11 | Sum: 7352456.680000001 | Threshold: 2000000
DEBUG: Project PROJ-333 | Count: 10 | Sum: 5324538.100000001 | Threshold: 2000000
DEBUG: Project PROJ-333 | Count: 9 | Sum: 5311895.489999999 | Threshold: 2000000
DEBUG: Project PROJ-333 | Count: 8 | Sum: 5278473.71 | Threshold: 2000000
DEBUG: Project PROJ-333 | Count: 7 | Sum: 5047515.96 | Threshold: 2000000
DEBUG: Project PROJ-333 | Count: 6 | Sum: 1702310.48 | Threshold: 2000000
DEBUG: Project PROJ-333 | Count: 5 | Sum: 819710.03 | Threshold: 2000000
DEBUG: Project PROJ-333 | Count: 4 | Sum: 549627.8 | Threshold: 2000000
DEBUG: Project PROJ-337 | Count: 5 | Sum: 3256813.5999999996 | Threshold: 2000000
DEBUG: Project PROJ-337 | Count: 4 | Sum: 3245645.33 | Threshold: 2000000
DEBUG: Project PROJ-339 | Count: 9 | Sum: 10765900.929999998 | Threshold: 2000000
DEBUG: Project PROJ-339 | Count: 8 | Sum: 7212193.14 | Threshold: 2000000
DEBUG: Project PROJ-339 | Count: 7 | Sum: 2781317.4400000004 | Threshold: 2000000
DEBUG: Project PROJ-339 | Count: 6 | Sum: 2770897.68 | Threshold: 2000000
DEBUG: Project PROJ-339 | Count: 5 | Sum: 2538817.37 | Threshold: 2000000
DEBUG: Project PROJ-339 | Count: 4 | Sum: 833020.6400000001 | Threshold: 2000000
DEBUG: Project PROJ-344 | Count: 17 | Sum: 7152338.37 | Threshold: 2000000
DEBUG: Project PROJ-344 | Count: 16 | Sum: 7122358.53 | Threshold: 2000000
DEBUG: Project PROJ-344 | Count: 15 | Sum: 7112980.2299999995 | Threshold: 2000000
DEBUG: Project PROJ-344 | Count: 14 | Sum: 6795921.14 | Threshold: 2000000
DEBUG: Project PROJ-344 | Count: 13 | Sum: 6424825.509999999 | Threshold: 2000000
DEBUG: Project PROJ-344 | Count: 12 | Sum: 5944877.449999999 | Threshold: 2000000
DEBUG: Project PROJ-344 | Count: 11 | Sum: 5909138.02 | Threshold: 2000000
DEBUG: Project PROJ-344 | Count: 10 | Sum: 5579637.13 | Threshold: 2000000
DEBUG: Project PROJ-344 | Count: 9 | Sum: 4542729.16 | Threshold: 2000000
DEBUG: Project PROJ-344 | Count: 8 | Sum: 4341643.0 | Threshold: 2000000
DEBUG: Project PROJ-344 | Count: 7 | Sum: 4329673.37 | Threshold: 2000000
DEBUG: Project PROJ-344 | Count: 6 | Sum: 4153847.5800000005 | Threshold: 2000000
DEBUG: Project PROJ-344 | Count: 5 | Sum: 4105700.3700000006 | Threshold: 2000000
DEBUG: Project PROJ-344 | Count: 4 | Sum: 1902904.48 | Threshold: 2000000
DEBUG: Project PROJ-378 | Count: 20 | Sum: 17325621.650000002 | Threshold: 2000000
DEBUG: Project PROJ-378 | Count: 19 | Sum: 14632512.0 | Threshold: 2000000
DEBUG: Project PROJ-378 | Count: 18 | Sum: 14271641.139999999 | Threshold: 2000000
DEBUG: Project PROJ-378 | Count: 17 | Sum: 11127966.239999998 | Threshold: 2000000
DEBUG: Project PROJ-378 | Count: 16 | Sum: 11115227.18 | Threshold: 2000000
DEBUG: Project PROJ-378 | Count: 15 | Sum: 11035126.04 | Threshold: 2000000
DEBUG: Project PROJ-378 | Count: 14 | Sum: 11027070.509999998 | Threshold: 2000000
DEBUG: Project PROJ-378 | Count: 13 | Sum: 10886774.219999999 | Threshold: 2000000
DEBUG: Project PROJ-378 | Count: 12 | Sum: 10841250.909999998 | Threshold: 2000000
DEBUG: Project PROJ-378 | Count: 11 | Sum: 10654334.249999998 | Threshold: 2000000
DEBUG: Project PROJ-378 | Count: 10 | Sum: 10242244.16 | Threshold: 2000000
DEBUG: Project PROJ-378 | Count: 9 | Sum: 6699054.359999999 | Threshold: 2000000
DEBUG: Project PROJ-378 | Count: 8 | Sum: 6237751.470000001 | Threshold: 2000000
DEBUG: Project PROJ-378 | Count: 7 | Sum: 6150290.58 | Threshold: 2000000
DEBUG: Project PROJ-378 | Count: 6 | Sum: 6112121.16 | Threshold: 2000000
DEBUG: Project PROJ-378 | Count: 5 | Sum: 6095975.82 | Threshold: 2000000
DEBUG: Project PROJ-378 | Count: 4 | Sum: 6086615.32 | Threshold: 2000000
DEBUG: Project PROJ-380 | Count: 12 | Sum: 5323525.449999999 | Threshold: 2000000
DEBUG: Project PROJ-380 | Count: 11 | Sum: 5018870.9399999995 | Threshold: 2000000
DEBUG: Project PROJ-380 | Count: 10 | Sum: 4777125.970000001 | Threshold: 2000000
DEBUG: Project PROJ-380 | Count: 9 | Sum: 4737866.890000001 | Threshold: 2000000
DEBUG: Project PROJ-380 | Count: 8 | Sum: 4401931.15 | Threshold: 2000000
DEBUG: Project PROJ-380 | Count: 7 | Sum: 4354154.86 | Threshold: 2000000
DEBUG: Project PROJ-380 | Count: 6 | Sum: 3983237.91 | Threshold: 2000000
DEBUG: Project PROJ-380 | Count: 5 | Sum: 3531327.47 | Threshold: 2000000
DEBUG: Project PROJ-380 | Count: 4 | Sum: 567505.3300000001 | Threshold: 2000000
DEBUG: Project PROJ-382 | Count: 15 | Sum: 13818626.6 | Threshold: 2000000
DEBUG: Project PROJ-382 | Count: 14 | Sum: 13803312.74 | Threshold: 2000000
DEBUG: Project PROJ-382 | Count: 13 | Sum: 13795475.959999999 | Threshold: 2000000
DEBUG: Project PROJ-382 | Count: 12 | Sum: 13748379.68 | Threshold: 2000000
DEBUG: Project PROJ-382 | Count: 11 | Sum: 13275279.909999998 | Threshold: 2000000
DEBUG: Project PROJ-382 | Count: 10 | Sum: 13089739.649999999 | Threshold: 2000000
DEBUG: Project PROJ-382 | Count: 9 | Sum: 10596028.360000001 | Threshold: 2000000
DEBUG: Project PROJ-382 | Count: 8 | Sum: 7856778.78 | Threshold: 2000000
DEBUG: Project PROJ-382 | Count: 7 | Sum: 7811319.46 | Threshold: 2000000
DEBUG: Project PROJ-382 | Count: 6 | Sum: 4729756.96 | Threshold: 2000000
DEBUG: Project PROJ-382 | Count: 5 | Sum: 4572202.06 | Threshold: 2000000
DEBUG: Project PROJ-382 | Count: 4 | Sum: 4085410.2 | Threshold: 2000000
DEBUG: Project PROJ-390 | Count: 9 | Sum: 5996647.100000001 | Threshold: 2000000
DEBUG: Project PROJ-390 | Count: 8 | Sum: 5806096.130000001 | Threshold: 2000000
DEBUG: Project PROJ-390 | Count: 7 | Sum: 5638831.82 | Threshold: 2000000
DEBUG: Project PROJ-390 | Count: 6 | Sum: 5589871.41 | Threshold: 2000000
DEBUG: Project PROJ-390 | Count: 5 | Sum: 5547349.630000001 | Threshold: 2000000
DEBUG: Project PROJ-390 | Count: 4 | Sum: 5518114.54 | Threshold: 2000000
DEBUG: Project PROJ-397 | Count: 6 | Sum: 6382181.48 | Threshold: 2000000
DEBUG: Project PROJ-397 | Count: 5 | Sum: 6009027.960000001 | Threshold: 2000000
DEBUG: Project PROJ-397 | Count: 4 | Sum: 5258086.44 | Threshold: 2000000
Engine processed 5216 transactions.
Generated 5107 risk alerts with enhanced explainability.
