transaction_id,timestamp,department_id,vendor_id,vendor_category,amount,payment_method,description,approver_id,budget_code,vendor_id_original
LTX-00967,2025-12-05T11:28:00,DEP-PWR,VEN-019,Consulting,71.38,Bank Transfer,Description for LTX-00967,A-07,B-859,VEN-006
LTX-00968,2025-07-28T17:15:00,DEP-PWR,VEN-019,Infrastructure,24.12,Cheque,Description for LTX-00968,A-09,B-245,VEN-078
LTX-00969,2025-02-17T21:41:00,DEP-FIN,VEN-019,IT,1027.34,Credit Card,Description for LTX-00969,A-03,B-433,VEN-016
LTX-00970,2025-06-03T03:05:00,DEP-POLICE,VEN-019,Consulting,1687.28,Bank Transfer,Description for LTX-00970,A-00,B-842,VEN-041
LTX-00971,2025-08-12T14:47:00,DEP-POLICE,VEN-019,Infrastructure,370.47,Cheque,Description for LTX-00971,A-08,B-846,VEN-056
LTX-00972,2025-12-14T16:22:00,DEP-POLICE,VEN-019,IT,164.51,Bank Transfer,Description for LTX-00972,A-09,B-721,VEN-021
LTX-00973,2025-11-06T10:19:00,DEP-POLICE,VEN-019,Consulting,488.24,Bank Transfer,Description for LTX-00973,A-03,B-596,VEN-075
LTX-00974,2025-09-22T15:48:00,DEP-POLICE,VEN-019,Infrastructure,864.58,Cheque,Description for LTX-00974,A-04,B-184,VEN-036
LTX-00975,2025-06-19T01:29:00,DEP-PWR,VEN-019,Supplies,1400.51,Cheque,Description for LTX-00975,A-03,B-801,VEN-060
LTX-00976,2025-06-27T23:42:00,DEP-POLICE,VEN-019,Consulting,1011.84,Credit Card,Description for LTX-00976,A-09,B-251,VEN-011
LTX-00977,2025-11-30T04:16:00,DEP-FIN,VEN-019,Consulting,1366.73,Bank Transfer,Description for LTX-00977,A-02,B-306,VEN-098
LTX-00978,2025-11-26T13:58:00,DEP-PWR,VEN-019,Consulting,1068.95,Credit Card,Description for LTX-00978,A-06,B-796,VEN-066
LTX-00979,2025-11-09T13:37:00,DEP-POLICE,VEN-019,Consulting,624.59,Credit Card,Description for LTX-00979,A-02,B-762,VEN-080
LTX-00980,2025-06-05T16:52:00,DEP-FIN,VEN-019,IT,194.69,Bank Transfer,Description for LTX-00980,A-00,B-152,VEN-005
LTX-00981,2025-05-05T07:52:00,DEP-POLICE,VEN-019,IT,1671.35,Bank Transfer,Description for LTX-00981,A-03,B-242,VEN-012
LTX-00982,2025-01-26T16:11:00,DEP-HEALTH,VEN-019,Travel,1007.84,Credit Card,Description for LTX-00982,A-09,B-496,VEN-039
LTX-00983,2025-09-02T04:53:00,DEP-PWR,VEN-019,Travel,1378.55,Bank Transfer,Description for LTX-00983,A-08,B-930,VEN-089
LTX-00984,2025-08-29T12:58:00,DEP-PWR,VEN-019,Consulting,950.05,Cheque,Description for LTX-00984,A-09,B-168,VEN-065
LTX-00985,2025-04-23T06:21:00,DEP-PWR,VEN-019,Supplies,1946.92,Credit Card,Description for LTX-00985,A-03,B-554,VEN-066
LTX-00986,2025-05-26T21:24:00,DEP-EDU,VEN-019,Consulting,92.05,Credit Card,Description for LTX-00986,A-07,B-529,VEN-033
LTX-00987,2025-03-29T22:52:00,DEP-FIN,VEN-019,Infrastructure,1937.19,Cheque,Description for LTX-00987,A-09,B-976,VEN-097
LTX-00988,2025-03-13T08:36:00,DEP-PWR,VEN-019,Consulting,1493.94,Credit Card,Description for LTX-00988,A-02,B-378,VEN-002
LTX-00989,2025-12-31T18:07:00,DEP-FIN,VEN-019,Consulting,1657.79,Cheque,Description for LTX-00989,A-01,B-513,VEN-079
LTX-00990,2025-05-03T20:16:00,DEP-PWR,VEN-019,IT,776.35,Bank Transfer,Description for LTX-00990,A-00,B-842,VEN-022
LTX-00991,2025-03-13T07:15:00,DEP-PWR,VEN-019,Consulting,923.3,Bank Transfer,Description for LTX-00991,A-02,B-292,VEN-009
LTX-00992,2025-02-02T09:20:00,DEP-POLICE,VEN-019,Infrastructure,1115.39,Credit Card,Description for LTX-00992,A-01,B-830,VEN-033
LTX-00993,2025-08-14T09:01:00,DEP-EDU,VEN-019,Travel,395.63,Cheque,Description for LTX-00993,A-08,B-147,VEN-090
LTX-00994,2025-10-23T09:08:00,DEP-FIN,VEN-019,Supplies,1893.9,Bank Transfer,Description for LTX-00994,A-09,B-494,VEN-095
LTX-00995,2025-08-02T06:47:00,DEP-FIN,VEN-019,Supplies,973.63,Cheque,Description for LTX-00995,A-01,B-823,VEN-037
LTX-00996,2025-12-25T03:36:00,DEP-HEALTH,VEN-019,Travel,1682.14,Cheque,Description for LTX-00996,A-07,B-599,VEN-055
LTX-00997,2025-07-06T08:29:00,DEP-EDU,VEN-019,Travel,296.64,Bank Transfer,Description for LTX-00997,A-08,B-980,VEN-008
LTX-00998,2025-08-28T13:53:00,DEP-EDU,VEN-019,IT,849.6,Cheque,Description for LTX-00998,A-07,B-960,VEN-089
LTX-00999,2025-02-24T19:47:00,DEP-POLICE,VEN-019,Supplies,853.27,Bank Transfer,Description for LTX-00999,A-00,B-481,VEN-097
LTX-01000,2025-12-22T04:27:00,DEP-FIN,VEN-019,Travel,97670.64,Cheque,Description for LTX-01000,A-03,B-391,VEN-063
LTX-01001,2025-01-01T16:21:00,DEP-FIN,VEN-019,IT,495.53,Bank Transfer,Description for LTX-01001,A-01,B-503,VEN-080
LTX-01002,2025-08-30T08:33:00,DEP-EDU,VEN-019,IT,1627.35,Bank Transfer,Description for LTX-01002,A-04,B-422,VEN-092
LTX-01003,2025-07-20T00:53:00,DEP-POLICE,VEN-019,IT,1434.07,Cheque,Description for LTX-01003,A-03,B-658,VEN-081
LTX-01004,2025-05-03T10:23:00,DEP-PWR,VEN-019,Travel,1061.07,Bank Transfer,Description for LTX-01004,A-06,B-697,VEN-017
LTX-01005,2025-12-19T15:35:00,DEP-EDU,VEN-019,Consulting,1540.56,Bank Transfer,Description for LTX-01005,A-00,B-400,VEN-040
LTX-01006,2025-01-15T21:29:00,DEP-HEALTH,VEN-019,Travel,1791.32,Cheque,Description for LTX-01006,A-00,B-131,VEN-054
LTX-01007,2025-07-30T22:26:00,DEP-POLICE,VEN-019,Infrastructure,474.22,Bank Transfer,Description for LTX-01007,A-06,B-661,VEN-041
LTX-01008,2025-08-27T14:31:00,DEP-HEALTH,VEN-019,Infrastructure,1698.01,Bank Transfer,Description for LTX-01008,A-02,B-879,VEN-025
LTX-01009,2025-05-07T14:40:00,DEP-POLICE,VEN-019,Consulting,1339.78,Bank Transfer,Description for LTX-01009,A-07,B-308,VEN-036
LTX-01010,2025-08-22T12:45:00,DEP-EDU,VEN-019,Consulting,329.1,Bank Transfer,Description for LTX-01010,A-05,B-556,VEN-018
LTX-01011,2025-02-10T02:14:00,DEP-POLICE,VEN-019,Travel,815.2,Cheque,Description for LTX-01011,A-06,B-880,VEN-088
LTX-01012,2025-02-24T02:07:00,DEP-POLICE,VEN-019,Infrastructure,25.85,Bank Transfer,Description for LTX-01012,A-01,B-731,VEN-018
LTX-01013,2025-12-24T07:17:00,DEP-PWR,VEN-019,Travel,795.34,Credit Card,Description for LTX-01013,A-06,B-371,VEN-078
LTX-01014,2025-09-05T20:00:00,DEP-HEALTH,VEN-019,Supplies,1174.25,Cheque,Description for LTX-01014,A-06,B-350,VEN-033
LTX-01015,2025-10-09T06:47:00,DEP-FIN,VEN-019,Consulting,234.71,Bank Transfer,Description for LTX-01015,A-08,B-500,VEN-072
LTX-01016,2025-08-22T21:30:00,DEP-POLICE,VEN-019,Consulting,52.53,Cheque,Description for LTX-01016,A-01,B-124,VEN-087
LTX-01017,2025-05-02T00:21:00,DEP-HEALTH,VEN-019,Supplies,1001.99,Bank Transfer,Description for LTX-01017,A-03,B-337,VEN-071
LTX-01018,2025-02-22T18:57:00,DEP-EDU,VEN-019,Infrastructure,1019.82,Bank Transfer,Description for LTX-01018,A-07,B-160,VEN-087
LTX-01019,2025-11-16T23:35:00,DEP-POLICE,VEN-019,Travel,1404.98,Cheque,Description for LTX-01019,A-09,B-314,VEN-002
LTX-01020,2025-05-08T00:04:00,DEP-PWR,VEN-019,IT,772.21,Bank Transfer,Description for LTX-01020,A-03,B-809,VEN-048
LTX-01021,2025-06-24T13:03:00,DEP-EDU,VEN-019,Infrastructure,1059.45,Bank Transfer,Description for LTX-01021,A-09,B-122,VEN-048
LTX-01022,2025-01-03T07:15:00,DEP-EDU,VEN-019,Infrastructure,722.94,Bank Transfer,Description for LTX-01022,A-02,B-382,VEN-079
LTX-01023,2025-03-26T04:23:00,DEP-POLICE,VEN-019,Infrastructure,1549.67,Cheque,Description for LTX-01023,A-08,B-648,VEN-036
LTX-01024,2025-12-24T20:21:00,DEP-EDU,VEN-019,IT,1670.52,Bank Transfer,Description for LTX-01024,A-03,B-192,VEN-027
LTX-01025,2025-07-12T07:41:00,DEP-HEALTH,VEN-019,Consulting,280.72,Bank Transfer,Description for LTX-01025,A-00,B-486,VEN-049
LTX-01026,2025-11-14T13:30:00,DEP-HEALTH,VEN-019,Travel,184.0,Cheque,Description for LTX-01026,A-06,B-554,VEN-009
LTX-01027,2025-10-05T00:16:00,DEP-PWR,VEN-019,IT,668.1,Cheque,Description for LTX-01027,A-04,B-753,VEN-058
LTX-01028,2025-05-30T19:26:00,DEP-EDU,VEN-019,Infrastructure,1382.89,Cheque,Description for LTX-01028,A-09,B-496,VEN-070
LTX-01029,2025-03-01T19:50:00,DEP-PWR,VEN-019,Travel,1948.95,Credit Card,Description for LTX-01029,A-07,B-269,VEN-057
LTX-01030,2025-05-03T15:22:00,DEP-PWR,VEN-019,IT,678.02,Cheque,Description for LTX-01030,A-01,B-267,VEN-029
LTX-01031,2025-08-23T22:29:00,DEP-FIN,VEN-019,Supplies,948.91,Credit Card,Description for LTX-01031,A-03,B-691,VEN-088
LTX-01032,2025-03-13T18:39:00,DEP-POLICE,VEN-019,Supplies,1432.28,Credit Card,Description for LTX-01032,A-04,B-485,VEN-076
LTX-01033,2025-08-25T00:23:00,DEP-HEALTH,VEN-019,Infrastructure,1810.6,Bank Transfer,Description for LTX-01033,A-04,B-553,VEN-056
LTX-01034,2025-05-13T03:18:00,DEP-PWR,VEN-019,Travel,485.1,Cheque,Description for LTX-01034,A-08,B-458,VEN-064
LTX-01035,2025-09-17T03:48:00,DEP-EDU,VEN-019,Supplies,1507.29,Bank Transfer,Description for LTX-01035,A-02,B-256,VEN-039
LTX-01036,2025-03-09T20:54:00,DEP-POLICE,VEN-019,Travel,1967.08,Bank Transfer,Description for LTX-01036,A-08,B-673,VEN-025
LTX-01037,2025-04-29T14:54:00,DEP-EDU,VEN-019,Consulting,1739.65,Credit Card,Description for LTX-01037,A-07,B-171,VEN-096
LTX-01038,2025-08-28T04:07:00,DEP-FIN,VEN-019,Supplies,1531.78,Credit Card,Description for LTX-01038,A-04,B-138,VEN-009
LTX-01039,2025-03-13T23:59:00,DEP-POLICE,VEN-019,IT,1247.08,Credit Card,Description for LTX-01039,A-00,B-457,VEN-012
LTX-01040,2025-02-05T20:41:00,DEP-POLICE,VEN-019,Infrastructure,1327.49,Bank Transfer,Description for LTX-01040,A-07,B-392,VEN-070
LTX-01041,2025-06-12T07:17:00,DEP-EDU,VEN-019,Consulting,841.21,Bank Transfer,Description for LTX-01041,A-03,B-508,VEN-003
LTX-01042,2025-03-23T23:45:00,DEP-PWR,VEN-019,Consulting,563.43,Credit Card,Description for LTX-01042,A-01,B-358,VEN-089
LTX-01043,2025-10-18T16:17:00,DEP-PWR,VEN-019,Supplies,1630.6,Bank Transfer,Description for LTX-01043,A-00,B-783,VEN-018
LTX-01044,2025-04-06T22:28:00,DEP-PWR,VEN-019,Supplies,144.62,Cheque,Description for LTX-01044,A-04,B-966,VEN-016
LTX-01045,2025-01-07T10:44:00,DEP-HEALTH,VEN-019,Infrastructure,1106.59,Credit Card,Description for LTX-01045,A-04,B-341,VEN-038
LTX-01046,2025-08-07T17:07:00,DEP-PWR,VEN-019,Infrastructure,1918.22,Bank Transfer,Description for LTX-01046,A-06,B-296,VEN-098
LTX-01047,2025-03-07T16:34:00,DEP-PWR,VEN-019,IT,1458.5,Bank Transfer,Description for LTX-01047,A-09,B-695,VEN-002
LTX-01048,2025-07-04T00:49:00,DEP-POLICE,VEN-019,IT,1911.87,Credit Card,Description for LTX-01048,A-06,B-634,VEN-013
LTX-01049,2025-01-17T05:27:00,DEP-EDU,VEN-019,Travel,622.32,Credit Card,Description for LTX-01049,A-08,B-629,VEN-042
LTX-01050,2025-10-17T04:57:00,DEP-PWR,VEN-019,Infrastructure,1520.55,Bank Transfer,Description for LTX-01050,A-00,B-589,VEN-055
LTX-01051,2025-11-11T16:45:00,DEP-FIN,VEN-019,Travel,1851.79,Credit Card,Description for LTX-01051,A-08,B-865,VEN-061
LTX-01052,2025-07-19T12:33:00,DEP-HEALTH,VEN-019,Infrastructure,163.88,Credit Card,Description for LTX-01052,A-04,B-792,VEN-050
LTX-01053,2025-03-29T16:37:00,DEP-HEALTH,VEN-019,Supplies,1143.71,Bank Transfer,Description for LTX-01053,A-04,B-979,VEN-063
LTX-01054,2025-07-13T01:39:00,DEP-PWR,VEN-019,Travel,1753.41,Cheque,Description for LTX-01054,A-03,B-780,VEN-077
LTX-01055,2025-04-23T19:09:00,DEP-POLICE,VEN-019,IT,80.14,Cheque,Description for LTX-01055,A-01,B-380,VEN-023
LTX-01056,2025-08-03T14:53:00,DEP-FIN,VEN-019,IT,1278.84,Cheque,Description for LTX-01056,A-03,B-868,VEN-078
LTX-01057,2025-01-15T00:35:00,DEP-FIN,VEN-019,Travel,1848.59,Bank Transfer,Description for LTX-01057,A-00,B-273,VEN-002
LTX-01058,2025-05-19T08:07:00,DEP-POLICE,VEN-019,Travel,987.11,Credit Card,Description for LTX-01058,A-00,B-645,VEN-086
LTX-01059,2025-08-02T01:19:00,DEP-FIN,VEN-019,IT,1836.05,Credit Card,Description for LTX-01059,A-03,B-360,VEN-021
LTX-01060,2025-02-03T05:25:00,DEP-POLICE,VEN-019,Consulting,411.85,Cheque,Description for LTX-01060,A-09,B-377,VEN-012
LTX-01061,2025-11-27T18:32:00,DEP-POLICE,VEN-019,Consulting,1515.72,Credit Card,Description for LTX-01061,A-09,B-961,VEN-002
LTX-01062,2025-07-11T21:39:00,DEP-HEALTH,VEN-019,Infrastructure,1286.9,Bank Transfer,Description for LTX-01062,A-03,B-740,VEN-017
LTX-01063,2025-10-15T06:30:00,DEP-POLICE,VEN-019,Infrastructure,919.62,Credit Card,Description for LTX-01063,A-09,B-634,VEN-032
LTX-01064,2025-03-25T17:21:00,DEP-FIN,VEN-019,Infrastructure,301.85,Bank Transfer,Description for LTX-01064,A-00,B-325,VEN-058
LTX-01065,2025-12-18T13:17:00,DEP-FIN,VEN-019,Infrastructure,1261.07,Credit Card,Description for LTX-01065,A-01,B-486,VEN-080
LTX-01066,2025-10-15T00:12:00,DEP-POLICE,VEN-019,Infrastructure,692.56,Credit Card,Description for LTX-01066,A-05,B-167,VEN-064
LTX-01067,2025-03-29T21:29:00,DEP-HEALTH,VEN-019,Travel,1262.51,Bank Transfer,Description for LTX-01067,A-00,B-948,VEN-004
LTX-01068,2025-09-18T02:43:00,DEP-PWR,VEN-019,Travel,955.31,Bank Transfer,Description for LTX-01068,A-00,B-314,VEN-090
LTX-01069,2025-08-12T03:57:00,DEP-PWR,VEN-019,Infrastructure,1826.42,Cheque,Description for LTX-01069,A-03,B-353,VEN-012
LTX-01070,2025-07-03T23:52:00,DEP-FIN,VEN-019,Travel,422.07,Cheque,Description for LTX-01070,A-02,B-907,VEN-087
LTX-01071,2025-09-22T12:40:00,DEP-FIN,VEN-019,Supplies,746.38,Credit Card,Description for LTX-01071,A-02,B-153,VEN-047
LTX-01072,2025-11-22T17:34:00,DEP-HEALTH,VEN-019,Infrastructure,119.65,Cheque,Description for LTX-01072,A-07,B-783,VEN-098
LTX-01073,2025-10-30T16:09:00,DEP-HEALTH,VEN-019,Consulting,1793.26,Credit Card,Description for LTX-01073,A-05,B-682,VEN-001
LTX-01074,2025-04-07T21:27:00,DEP-POLICE,VEN-019,Consulting,79.2,Credit Card,Description for LTX-01074,A-08,B-864,VEN-020
LTX-01075,2025-07-02T22:03:00,DEP-EDU,VEN-019,IT,1440.52,Bank Transfer,Description for LTX-01075,A-05,B-302,VEN-084
LTX-01076,2025-05-05T06:25:00,DEP-POLICE,VEN-019,Consulting,1853.19,Cheque,Description for LTX-01076,A-05,B-308,VEN-035
LTX-01077,2025-05-22T20:41:00,DEP-POLICE,VEN-019,IT,686.6,Cheque,Description for LTX-01077,A-04,B-154,VEN-089
LTX-01078,2025-03-11T10:33:00,DEP-POLICE,VEN-019,Infrastructure,1441.66,Credit Card,Description for LTX-01078,A-02,B-216,VEN-007
LTX-01079,2025-11-25T16:54:00,DEP-HEALTH,VEN-019,IT,1015.48,Credit Card,Description for LTX-01079,A-01,B-129,VEN-079
LTX-01080,2025-10-14T16:03:00,DEP-PWR,VEN-019,Infrastructure,1729.16,Bank Transfer,Description for LTX-01080,A-01,B-687,VEN-038
LTX-01081,2025-11-27T01:37:00,DEP-PWR,VEN-019,IT,375.47,Bank Transfer,Description for LTX-01081,A-03,B-353,VEN-096
LTX-01082,2025-12-13T12:05:00,DEP-POLICE,VEN-019,Infrastructure,1118.35,Cheque,Description for LTX-01082,A-01,B-207,VEN-076
LTX-01083,2025-01-23T02:51:00,DEP-FIN,VEN-019,IT,1775.29,Bank Transfer,Description for LTX-01083,A-02,B-192,VEN-016
LTX-01084,2025-10-03T01:43:00,DEP-FIN,VEN-019,Travel,490.51,Cheque,Description for LTX-01084,A-07,B-989,VEN-085
LTX-01085,2025-11-11T18:50:00,DEP-PWR,VEN-019,IT,1290.51,Cheque,Description for LTX-01085,A-07,B-314,VEN-044
LTX-01086,2025-05-28T01:46:00,DEP-PWR,VEN-019,IT,1382.73,Credit Card,Description for LTX-01086,A-05,B-966,VEN-069
LTX-01087,2025-05-26T13:54:00,DEP-POLICE,VEN-019,IT,1529.55,Bank Transfer,Description for LTX-01087,A-00,B-203,VEN-020
LTX-01088,2025-01-05T04:09:00,DEP-POLICE,VEN-019,Consulting,1672.37,Credit Card,Description for LTX-01088,A-08,B-869,VEN-008
LTX-01089,2025-05-22T03:03:00,DEP-EDU,VEN-019,Travel,1004.21,Credit Card,Description for LTX-01089,A-01,B-443,VEN-089
LTX-01090,2025-03-31T04:14:00,DEP-PWR,VEN-019,Supplies,915.91,Cheque,Description for LTX-01090,A-09,B-711,VEN-072
LTX-01091,2025-09-22T13:05:00,DEP-FIN,VEN-019,Supplies,1830.77,Cheque,Description for LTX-01091,A-04,B-434,VEN-090
LTX-01092,2025-07-09T02:57:00,DEP-PWR,VEN-019,Consulting,1172.27,Credit Card,Description for LTX-01092,A-02,B-312,VEN-044
LTX-01093,2025-12-06T04:15:00,DEP-POLICE,VEN-019,Travel,1401.87,Credit Card,Description for LTX-01093,A-05,B-509,VEN-058
LTX-01094,2025-05-12T15:37:00,DEP-PWR,VEN-019,Consulting,1977.34,Bank Transfer,Description for LTX-01094,A-09,B-141,VEN-069
LTX-01095,2025-08-10T23:31:00,DEP-PWR,VEN-019,Consulting,1251.81,Cheque,Description for LTX-01095,A-02,B-747,VEN-050
LTX-01096,2025-08-27T22:25:00,DEP-FIN,VEN-019,Supplies,561.41,Cheque,Description for LTX-01096,A-04,B-750,VEN-049
LTX-01097,2025-09-14T00:25:00,DEP-POLICE,VEN-019,Supplies,728.95,Cheque,Description for LTX-01097,A-02,B-901,VEN-009
LTX-01098,2025-04-21T15:20:00,DEP-HEALTH,VEN-019,Supplies,159.04,Cheque,Description for LTX-01098,A-01,B-236,VEN-071
LTX-01099,2025-02-26T03:42:00,DEP-FIN,VEN-019,Supplies,1719.6,Bank Transfer,Description for LTX-01099,A-07,B-944,VEN-098
LTX-01100,2025-02-10T16:30:00,DEP-HEALTH,VEN-019,Consulting,75132.89,Cheque,Description for LTX-01100,A-03,B-828,VEN-030
LTX-01101,2025-09-18T14:10:00,DEP-POLICE,VEN-019,Consulting,1850.77,Credit Card,Description for LTX-01101,A-05,B-766,VEN-016
LTX-01102,2025-07-03T11:59:00,DEP-FIN,VEN-019,Supplies,490.47,Bank Transfer,Description for LTX-01102,A-07,B-198,VEN-058
LTX-01103,2025-02-04T16:04:00,DEP-POLICE,VEN-019,IT,475.92,Cheque,Description for LTX-01103,A-04,B-490,VEN-063
LTX-01104,2025-03-18T23:36:00,DEP-POLICE,VEN-019,Supplies,1678.24,Credit Card,Description for LTX-01104,A-09,B-271,VEN-000
LTX-01105,2025-05-20T16:44:00,DEP-EDU,VEN-019,Infrastructure,840.57,Bank Transfer,Description for LTX-01105,A-03,B-155,VEN-060
LTX-01106,2025-09-05T05:50:00,DEP-FIN,VEN-019,Supplies,1956.61,Bank Transfer,Description for LTX-01106,A-01,B-821,VEN-092
LTX-01107,2025-10-17T22:41:00,DEP-HEALTH,VEN-019,Consulting,1579.04,Credit Card,Description for LTX-01107,A-06,B-153,VEN-044
LTX-01108,2025-12-04T08:12:00,DEP-POLICE,VEN-019,Supplies,391.65,Cheque,Description for LTX-01108,A-08,B-814,VEN-000
LTX-01109,2025-08-23T14:37:00,DEP-PWR,VEN-019,IT,95.97,Bank Transfer,Description for LTX-01109,A-02,B-334,VEN-012
LTX-01110,2025-06-19T07:53:00,DEP-HEALTH,VEN-019,Supplies,904.19,Credit Card,Description for LTX-01110,A-04,B-529,VEN-052
LTX-01111,2025-06-15T23:03:00,DEP-PWR,VEN-019,Consulting,525.81,Bank Transfer,Description for LTX-01111,A-01,B-385,VEN-084
LTX-01112,2025-12-06T20:38:00,DEP-POLICE,VEN-019,Supplies,850.41,Cheque,Description for LTX-01112,A-09,B-299,VEN-084
LTX-01113,2025-02-12T12:46:00,DEP-POLICE,VEN-019,IT,1524.27,Credit Card,Description for LTX-01113,A-03,B-895,VEN-060
LTX-01114,2025-08-21T08:11:00,DEP-POLICE,VEN-019,IT,229.5,Bank Transfer,Description for LTX-01114,A-06,B-208,VEN-087
LTX-01115,2025-07-21T17:02:00,DEP-FIN,VEN-019,Consulting,1566.92,Bank Transfer,Description for LTX-01115,A-04,B-272,VEN-009
LTX-01116,2025-10-18T06:50:00,DEP-PWR,VEN-019,Supplies,1014.94,Cheque,Description for LTX-01116,A-04,B-109,VEN-025
LTX-01117,2025-07-11T12:45:00,DEP-PWR,VEN-019,Travel,1413.31,Bank Transfer,Description for LTX-01117,A-08,B-835,VEN-079
LTX-01118,2025-12-23T02:28:00,DEP-FIN,VEN-019,Consulting,1020.72,Cheque,Description for LTX-01118,A-00,B-641,VEN-044
LTX-01119,2025-07-25T03:56:00,DEP-PWR,VEN-019,Infrastructure,1210.71,Bank Transfer,Description for LTX-01119,A-00,B-185,VEN-007
LTX-01120,2025-11-14T00:30:00,DEP-PWR,VEN-019,IT,1889.71,Bank Transfer,Description for LTX-01120,A-07,B-975,VEN-056
LTX-01121,2025-04-27T09:29:00,DEP-FIN,VEN-019,Consulting,1628.43,Cheque,Description for LTX-01121,A-09,B-110,VEN-057
LTX-01122,2025-05-06T02:31:00,DEP-PWR,VEN-019,Infrastructure,1172.66,Bank Transfer,Description for LTX-01122,A-09,B-588,VEN-013
LTX-01123,2025-01-07T14:09:00,DEP-FIN,VEN-019,Infrastructure,1939.37,Credit Card,Description for LTX-01123,A-03,B-323,VEN-072
LTX-01124,2025-08-14T03:44:00,DEP-POLICE,VEN-019,Supplies,1138.65,Bank Transfer,Description for LTX-01124,A-05,B-272,VEN-008
LTX-01125,2025-07-17T11:43:00,DEP-HEALTH,VEN-019,Travel,729.93,Cheque,Description for LTX-01125,A-07,B-390,VEN-086
LTX-01126,2025-01-28T22:01:00,DEP-POLICE,VEN-019,IT,155.2,Bank Transfer,Description for LTX-01126,A-04,B-871,VEN-089
LTX-01127,2025-08-10T15:08:00,DEP-PWR,VEN-019,Infrastructure,574.59,Cheque,Description for LTX-01127,A-04,B-680,VEN-088
LTX-01128,2025-07-16T19:44:00,DEP-PWR,VEN-019,IT,1270.94,Credit Card,Description for LTX-01128,A-08,B-623,VEN-065
LTX-01129,2025-08-16T02:04:00,DEP-HEALTH,VEN-019,IT,15.9,Cheque,Description for LTX-01129,A-07,B-459,VEN-009
LTX-01130,2025-12-30T16:17:00,DEP-POLICE,VEN-019,Travel,920.26,Bank Transfer,Description for LTX-01130,A-03,B-158,VEN-038
LTX-01131,2025-07-29T02:30:00,DEP-FIN,VEN-019,Supplies,936.5,Cheque,Description for LTX-01131,A-05,B-986,VEN-053
LTX-01132,2025-12-28T07:03:00,DEP-PWR,VEN-019,IT,534.27,Bank Transfer,Description for LTX-01132,A-07,B-242,VEN-001
LTX-01133,2025-04-06T00:53:00,DEP-EDU,VEN-019,Travel,1044.32,Cheque,Description for LTX-01133,A-02,B-827,VEN-061
LTX-01134,2025-08-12T00:02:00,DEP-POLICE,VEN-019,Infrastructure,1690.7,Cheque,Description for LTX-01134,A-05,B-949,VEN-095
LTX-01135,2025-07-02T22:22:00,DEP-FIN,VEN-019,Consulting,1201.52,Bank Transfer,Description for LTX-01135,A-08,B-964,VEN-026
LTX-01136,2025-04-04T11:49:00,DEP-HEALTH,VEN-019,Consulting,1867.11,Credit Card,Description for LTX-01136,A-04,B-125,VEN-024
LTX-01137,2025-05-18T16:53:00,DEP-POLICE,VEN-019,Supplies,1540.9,Credit Card,Description for LTX-01137,A-09,B-742,VEN-021
LTX-01138,2025-10-02T14:41:00,DEP-PWR,VEN-019,IT,1991.62,Bank Transfer,Description for LTX-01138,A-02,B-554,VEN-033
LTX-01139,2025-03-30T11:15:00,DEP-EDU,VEN-019,Travel,1229.01,Bank Transfer,Description for LTX-01139,A-05,B-525,VEN-003
LTX-01140,2025-01-20T16:23:00,DEP-FIN,VEN-019,Travel,14.63,Cheque,Description for LTX-01140,A-04,B-936,VEN-088
LTX-01141,2025-02-25T10:35:00,DEP-POLICE,VEN-019,Consulting,1092.73,Credit Card,Description for LTX-01141,A-04,B-363,VEN-054
LTX-01142,2025-05-19T12:15:00,DEP-HEALTH,VEN-019,Supplies,1408.03,Credit Card,Description for LTX-01142,A-08,B-580,VEN-087
LTX-01143,2025-09-20T21:51:00,DEP-POLICE,VEN-019,IT,715.43,Cheque,Description for LTX-01143,A-08,B-986,VEN-026
LTX-01144,2025-10-09T11:25:00,DEP-FIN,VEN-019,Supplies,822.31,Cheque,Description for LTX-01144,A-05,B-768,VEN-025
LTX-01145,2025-06-19T22:52:00,DEP-HEALTH,VEN-019,IT,184.54,Credit Card,Description for LTX-01145,A-00,B-402,VEN-041
LTX-01146,2025-11-01T22:18:00,DEP-EDU,VEN-019,IT,1196.7,Credit Card,Description for LTX-01146,A-09,B-169,
LTX-01147,2025-07-21T20:45:00,DEP-HEALTH,VEN-019,IT,1279.91,Bank Transfer,Description for LTX-01147,A-08,B-335,VEN-012
LTX-01148,2025-03-23T12:12:00,DEP-EDU,VEN-019,IT,1963.32,Cheque,Description for LTX-01148,A-06,B-970,VEN-076
LTX-01149,2025-05-03T10:31:00,DEP-POLICE,VEN-019,Supplies,1480.2,Credit Card,Description for LTX-01149,A-07,B-505,VEN-008
LTX-01150,2025-08-02T02:19:00,DEP-PWR,VEN-019,Infrastructure,1197.36,Cheque,Description for LTX-01150,A-01,B-267,VEN-034
LTX-01151,2025-06-11T04:17:00,DEP-FIN,VEN-019,Supplies,1190.37,Credit Card,Description for LTX-01151,A-03,B-419,VEN-074
LTX-01152,2025-05-19T22:47:00,DEP-EDU,VEN-019,Consulting,1528.48,Bank Transfer,Description for LTX-01152,A-04,B-132,VEN-068
LTX-01153,2025-08-23T00:34:00,DEP-FIN,VEN-019,Infrastructure,415.69,Cheque,Description for LTX-01153,A-06,B-353,VEN-071
