transaction_id,timestamp,department_id,vendor_id,vendor_category,amount,payment_method,description,approver_id,budget_code,project_id
NTX-00422,2025-03-11T13:13:41,DEPT-CPWD,VEN-011,Manpower,153170.04,NEFT,Maintenance support for DEPT-CPWD,OFFICER-05,BUD-6063,PROJ-032
NTX-00423,2025-07-23T12:17:32,DEPT-NHAI,VEN-014,IT Hardware,9040.21,UPI,Procurement for Swachh Bharat - Phase 3,OFFICER-07,BUD-5249,PROJ-033
NTX-00424,2025-12-23T13:51:33,DEPT-NHAI,VEN-014,IT Hardware,17255.06,RTGS,Quarterly supply refill for Smart City Mission,OFFICER-04,BUD-9253,PROJ-033
NTX-00425,2025-10-09T16:09:18,DEPT-NHAI,VEN-014,IT Hardware,271827.52,UPI,Procurement for PMGSY - Phase 5,OFFICER-04,BUD-5027,PROJ-033
NTX-00426,2025-02-10T14:51:39,DEPT-NHAI,VEN-014,IT Hardware,263233.62,UPI,Maintenance support for DEPT-NHAI,OFFICER-03,BUD-4310,PROJ-033
NTX-00427,2025-09-15T15:38:00,DEPT-NHAI,VEN-014,IT Hardware,16465.83,RTGS,Consultancy charges for PROJ-033,OFFICER-08,BUD-1432,PROJ-033
NTX-00428,2025-09-29T16:17:11,DEPT-NHAI,VEN-014,IT Hardware,13839.45,RTGS,Milestone payment for IT Hardware,OFFICER-09,BUD-2811,PROJ-033
NTX-00429,2025-08-05T17:31:03,DEPT-HEALTH-AIIMS,VEN-068,Consultancy,33040.43,RTGS,Milestone payment for Consultancy,OFFICER-01,BUD-8364,PROJ-034
NTX-00430,2025-07-13T10:03:23,DEPT-HEALTH-AIIMS,VEN-068,Consultancy,440280.26,RTGS,Maintenance support for DEPT-HEALTH-AIIMS,OFFICER-04,BUD-2699,PROJ-034
NTX-00431,2025-04-02T16:55:17,DEPT-HEALTH-AIIMS,VEN-068,Consultancy,385660.01,UPI,Consultancy charges for PROJ-034,OFFICER-03,BUD-1791,PROJ-034
NTX-00432,2025-07-25T12:57:00,DEPT-HEALTH-AIIMS,VEN-068,Consultancy,40410.8,NEFT,Milestone payment for Consultancy,OFFICER-07,BUD-4911,PROJ-034
NTX-00433,2025-03-18T11:55:01,DEPT-HEALTH-AIIMS,VEN-068,Consultancy,38341.07,UPI,Procurement for Digital India - Phase 4,OFFICER-09,BUD-5288,PROJ-034
NTX-00434,2025-01-09T12:07:33,DEPT-HEALTH-AIIMS,VEN-068,Consultancy,239941.18,RTGS,Quarterly supply refill for Swachh Bharat,OFFICER-04,BUD-1740,PROJ-034
NTX-00435,2025-12-24T14:37:37,DEPT-HEALTH-AIIMS,VEN-068,Consultancy,54828.16,RTGS,Quarterly supply refill for Smart City Mission,OFFICER-01,BUD-7356,PROJ-034
NTX-00436,2025-10-14T17:55:17,DEPT-HEALTH-AIIMS,VEN-068,Consultancy,463695.36,NEFT,Consultancy charges for PROJ-034,OFFICER-02,BUD-7165,PROJ-034
NTX-00437,2025-02-12T09:32:51,DEPT-HEALTH-AIIMS,VEN-019,Consultancy,189908.09,RTGS,Procurement for Smart City Mission - Phase 4,OFFICER-02,BUD-8113,PROJ-034
NTX-00438,2025-11-22T12:30:44,DEPT-HEALTH-AIIMS,VEN-068,Consultancy,78297.5,UPI,Maintenance support for DEPT-HEALTH-AIIMS,OFFICER-02,BUD-9353,PROJ-034
NTX-00439,2025-07-23T16:10:48,DEPT-HEALTH-AIIMS,VEN-068,Consultancy,4891753.88,UPI,Milestone payment for Consultancy,OFFICER-05,BUD-3969,PROJ-034
NTX-00440,2025-10-19T14:17:49,DEPT-HEALTH-AIIMS,VEN-068,Consultancy,5464.65,RTGS,Procurement for PMGSY - Phase 4,OFFICER-08,BUD-8105,PROJ-034
NTX-00441,2025-03-30T12:49:29,DEPT-HEALTH-AIIMS,VEN-068,Consultancy,149043.95,RTGS,Consultancy charges for PROJ-034,OFFICER-06,BUD-1893,PROJ-034
NTX-00442,2025-05-22T12:02:25,DEPT-HEALTH-AIIMS,VEN-068,Consultancy,754808.57,RTGS,Consultancy charges for PROJ-034,OFFICER-08,BUD-6618,PROJ-034
NTX-00443,2025-08-04T11:48:12,DEPT-HEALTH-AIIMS,VEN-068,Consultancy,20590.43,RTGS,Maintenance support for DEPT-HEALTH-AIIMS,OFFICER-09,BUD-1559,PROJ-034
NTX-00444,2025-10-11T16:43:38,DEPT-EDU-DELHI,VEN-009,Medical Supplies,445818.98,RTGS,Consultancy charges for PROJ-035,OFFICER-00,BUD-6337,PROJ-035
NTX-00445,2025-09-17T09:16:13,DEPT-EDU-DELHI,VEN-009,Medical Supplies,456366.87,UPI,Quarterly supply refill for Ayushman Bharat,OFFICER-08,BUD-9154,PROJ-035
NTX-00446,2025-04-01T16:27:00,DEPT-EDU-DELHI,VEN-009,Medical Supplies,4030611.38,NEFT,Milestone payment for Medical Supplies,OFFICER-03,BUD-2079,PROJ-035
NTX-00447,2025-08-03T13:49:51,DEPT-EDU-DELHI,VEN-009,Medical Supplies,307190.29,RTGS,Quarterly supply refill for PMGSY,OFFICER-06,BUD-3658,PROJ-035
NTX-00448,2025-01-14T14:18:47,DEPT-EDU-DELHI,VEN-009,Medical Supplies,203023.59,UPI,Consultancy charges for PROJ-035,OFFICER-03,BUD-9374,PROJ-035
NTX-00449,2025-08-05T10:57:16,DEPT-EDU-DELHI,VEN-009,Medical Supplies,138880.19,NEFT,Quarterly supply refill for Swachh Bharat,OFFICER-09,BUD-3091,PROJ-035
NTX-00450,2025-11-15T14:17:37,DEPT-EDU-DELHI,VEN-009,Medical Supplies,1029421.71,UPI,Milestone payment for Medical Supplies,OFFICER-03,BUD-8289,PROJ-035
NTX-00451,2025-05-23T14:13:32,DEPT-EDU-DELHI,VEN-009,Medical Supplies,21747.94,NEFT,Consultancy charges for PROJ-035,OFFICER-05,BUD-8462,PROJ-035
NTX-00452,2025-11-18T13:13:57,DEPT-EDU-DELHI,VEN-009,Medical Supplies,3118729.8,RTGS,Maintenance support for DEPT-EDU-DELHI,OFFICER-09,BUD-2064,PROJ-035
NTX-00453,2025-03-12T10:47:04,DEPT-EDU-DELHI,VEN-009,Medical Supplies,63650.6,RTGS,Milestone payment for Medical Supplies,OFFICER-02,BUD-5859,PROJ-035
NTX-00454,2025-03-13T14:40:54,DEPT-EDU-DELHI,VEN-009,Medical Supplies,196178.6,RTGS,Quarterly supply refill for Swachh Bharat,OFFICER-06,BUD-1320,PROJ-035
NTX-00455,2025-09-21T09:06:27,DEPT-EDU-DELHI,VEN-009,Medical Supplies,39930.86,RTGS,Procurement for Digital India - Phase 1,OFFICER-05,BUD-5628,PROJ-035
NTX-00456,2025-03-08T11:44:02,DEPT-EDU-DELHI,VEN-059,Medical Supplies,30129.04,NEFT,Maintenance support for DEPT-EDU-DELHI,OFFICER-02,BUD-6372,PROJ-035
NTX-00457,2025-12-14T14:30:43,DEPT-EDU-DELHI,VEN-009,Medical Supplies,497560.58,NEFT,Quarterly supply refill for Digital India,OFFICER-07,BUD-1414,PROJ-035
NTX-00458,2025-10-31T16:54:26,DEPT-EDU-DELHI,VEN-009,Medical Supplies,312871.01,NEFT,Milestone payment for Medical Supplies,OFFICER-05,BUD-1188,PROJ-035
NTX-00459,2025-12-23T17:31:05,DEPT-EDU-DELHI,VEN-009,Medical Supplies,32653.02,UPI,Consultancy charges for PROJ-035,OFFICER-08,BUD-1867,PROJ-035
NTX-00460,2025-10-02T11:37:55,DEPT-EDU-DELHI,VEN-009,Medical Supplies,459914.92,NEFT,Milestone payment for Medical Supplies,OFFICER-08,BUD-5014,PROJ-035
NTX-00461,2025-07-21T11:06:10,DEPT-RAIL,VEN-003,Medical Supplies,4775467.98,UPI,Milestone payment for Medical Supplies,OFFICER-06,BUD-3920,PROJ-036
NTX-00462,2025-01-22T14:15:53,DEPT-RAIL,VEN-090,Medical Supplies,1727009.0,NEFT,Procurement for Smart City Mission - Phase 1,OFFICER-08,BUD-8722,PROJ-036
NTX-00463,2025-02-03T17:40:01,DEPT-RAIL,VEN-003,Medical Supplies,229840.33,RTGS,Milestone payment for Medical Supplies,OFFICER-03,BUD-6915,PROJ-036
NTX-00464,2025-05-17T13:47:33,DEPT-RAIL,VEN-003,Medical Supplies,127866.57,UPI,Milestone payment for Medical Supplies,OFFICER-07,BUD-6315,PROJ-036
NTX-00465,2025-09-07T15:24:41,DEPT-RAIL,VEN-003,Medical Supplies,31828.62,NEFT,Consultancy charges for PROJ-036,OFFICER-02,BUD-2346,PROJ-036
NTX-00466,2025-02-07T16:22:13,DEPT-RAIL,VEN-003,Medical Supplies,3135803.44,UPI,Milestone payment for Medical Supplies,OFFICER-01,BUD-6971,PROJ-036
NTX-00467,2025-05-05T13:40:30,DEPT-RAIL,VEN-003,Medical Supplies,9595.8,UPI,Procurement for Smart City Mission - Phase 3,OFFICER-07,BUD-3332,PROJ-036
NTX-00468,2025-03-12T13:02:06,DEPT-RAIL,VEN-003,Medical Supplies,301522.03,NEFT,Consultancy charges for PROJ-036,OFFICER-05,BUD-7277,PROJ-036
NTX-00469,2025-11-10T11:39:50,DEPT-RAIL,VEN-003,Medical Supplies,427992.96,NEFT,Quarterly supply refill for Ayushman Bharat,OFFICER-03,BUD-3488,PROJ-036
NTX-00470,2025-12-08T15:27:13,DEPT-RAIL,VEN-071,Medical Supplies,219355.27,UPI,Milestone payment for Medical Supplies,OFFICER-05,BUD-5669,PROJ-036
NTX-00471,2025-05-21T10:50:55,DEPT-RAIL,VEN-003,Medical Supplies,53483.45,UPI,Consultancy charges for PROJ-036,OFFICER-08,BUD-3436,PROJ-036
NTX-00472,2025-09-25T09:49:59,DEPT-RAIL,VEN-003,Medical Supplies,150646.03,RTGS,Quarterly supply refill for Digital India,OFFICER-07,BUD-2092,PROJ-036
NTX-00473,2025-07-23T13:24:56,DEPT-RAIL,VEN-003,Medical Supplies,4789482.32,RTGS,Procurement for Digital India - Phase 4,OFFICER-04,BUD-6951,PROJ-036
NTX-00474,2025-09-28T11:45:19,DEPT-RAIL,VEN-003,Medical Supplies,261282.61,UPI,Procurement for Digital India - Phase 3,OFFICER-01,BUD-7959,PROJ-036
NTX-00475,2025-11-30T14:17:12,DEPT-RAIL,VEN-003,Medical Supplies,121802.65,UPI,Maintenance support for DEPT-RAIL,OFFICER-05,BUD-7100,PROJ-036
NTX-00476,2025-03-26T13:30:16,DEPT-RAIL,VEN-003,Medical Supplies,44441.55,RTGS,Milestone payment for Medical Supplies,OFFICER-08,BUD-3736,PROJ-036
NTX-00477,2025-03-10T11:06:05,DEPT-RAIL,VEN-003,Medical Supplies,3962419.51,RTGS,Quarterly supply refill for Swachh Bharat,OFFICER-01,BUD-8395,PROJ-036
NTX-00478,2025-06-26T13:24:40,DEPT-RAIL,VEN-003,Medical Supplies,454342.64,NEFT,Quarterly supply refill for Smart City Mission,OFFICER-08,BUD-3807,PROJ-036
NTX-00479,2025-02-28T15:57:59,DEPT-RAIL,VEN-065,Medical Supplies,40204.76,NEFT,Maintenance support for DEPT-RAIL,OFFICER-06,BUD-7741,PROJ-036
NTX-00480,2025-03-15T13:26:04,DEPT-HEALTH-AIIMS,VEN-087,IT Hardware,71587.86,RTGS,Procurement for Digital India - Phase 1,OFFICER-05,BUD-9657,PROJ-037
NTX-00481,2025-05-19T11:57:44,DEPT-HEALTH-AIIMS,VEN-087,IT Hardware,43053.53,NEFT,Quarterly supply refill for Swachh Bharat,OFFICER-02,BUD-6088,PROJ-037
NTX-00482,2025-05-12T15:08:47,DEPT-HEALTH-AIIMS,VEN-087,IT Hardware,412702.79,NEFT,Procurement for Swachh Bharat - Phase 4,OFFICER-08,BUD-6773,PROJ-037
NTX-00483,2025-09-06T09:17:02,DEPT-HEALTH-AIIMS,VEN-087,IT Hardware,732361.3,RTGS,Quarterly supply refill for PMGSY,OFFICER-02,BUD-8886,PROJ-037
NTX-00484,2025-01-19T17:08:06,DEPT-HEALTH-AIIMS,VEN-087,IT Hardware,239403.21,UPI,Quarterly supply refill for Digital India,OFFICER-00,BUD-7072,PROJ-037
NTX-00485,2025-07-26T16:57:54,DEPT-HEALTH-AIIMS,VEN-087,IT Hardware,7230.73,NEFT,Quarterly supply refill for Swachh Bharat,OFFICER-01,BUD-4617,PROJ-037
NTX-00486,2025-01-02T15:53:13,DEPT-HEALTH-AIIMS,VEN-024,IT Hardware,256389.25,UPI,Maintenance support for DEPT-HEALTH-AIIMS,OFFICER-02,BUD-4821,PROJ-037
NTX-00487,2025-01-31T11:25:57,DEPT-HEALTH-AIIMS,VEN-087,IT Hardware,45144.59,RTGS,Consultancy charges for PROJ-037,OFFICER-05,BUD-6370,PROJ-037
NTX-00488,2025-09-05T15:17:17,DEPT-HEALTH-AIIMS,VEN-087,IT Hardware,24475.7,UPI,Maintenance support for DEPT-HEALTH-AIIMS,OFFICER-06,BUD-5666,PROJ-037
NTX-00489,2025-03-03T14:00:41,DEPT-HEALTH-AIIMS,VEN-087,IT Hardware,270920.72,UPI,Consultancy charges for PROJ-037,OFFICER-07,BUD-4118,PROJ-037
NTX-00490,2025-06-06T15:52:36,DEPT-HEALTH-AIIMS,VEN-065,IT Hardware,80495.57,NEFT,Maintenance support for DEPT-HEALTH-AIIMS,OFFICER-05,BUD-4015,PROJ-037
NTX-00491,2025-10-01T14:11:30,DEPT-HEALTH-AIIMS,VEN-087,IT Hardware,191318.72,NEFT,Maintenance support for DEPT-HEALTH-AIIMS,OFFICER-01,BUD-4730,PROJ-037
NTX-00492,2025-10-17T11:46:19,DEPT-HEALTH-AIIMS,VEN-087,IT Hardware,310950.99,RTGS,Quarterly supply refill for Smart City Mission,OFFICER-01,BUD-3655,PROJ-037
NTX-00493,2025-08-22T13:06:50,DEPT-HEALTH-AIIMS,VEN-087,IT Hardware,49884.99,RTGS,Maintenance support for DEPT-HEALTH-AIIMS,OFFICER-02,BUD-7187,PROJ-037
NTX-00494,2025-04-14T11:16:52,DEPT-HEALTH-AIIMS,VEN-087,IT Hardware,46376.56,NEFT,Quarterly supply refill for Ayushman Bharat,OFFICER-04,BUD-3630,PROJ-037
NTX-00495,2025-11-22T15:56:16,DEPT-EDU-DELHI,VEN-009,Consultancy,214322.45,NEFT,Quarterly supply refill for Digital India,OFFICER-07,BUD-9583,PROJ-038
NTX-00496,2025-09-22T16:08:47,DEPT-EDU-DELHI,VEN-009,Consultancy,208766.21,RTGS,Milestone payment for Consultancy,OFFICER-02,BUD-8180,PROJ-038
NTX-00497,2025-07-16T13:48:41,DEPT-EDU-DELHI,VEN-009,Consultancy,623672.1,UPI,Consultancy charges for PROJ-038,OFFICER-04,BUD-9497,PROJ-038
NTX-00498,2025-08-11T14:11:04,DEPT-EDU-DELHI,VEN-009,Consultancy,1434714.17,NEFT,Procurement for Smart City Mission - Phase 5,OFFICER-02,BUD-3930,PROJ-038
NTX-00499,2025-05-15T11:18:09,DEPT-EDU-DELHI,VEN-009,Consultancy,450312.59,NEFT,Milestone payment for Consultancy,OFFICER-05,BUD-5736,PROJ-038
NTX-00500,2025-06-16T16:21:02,DEPT-EDU-DELHI,VEN-009,Consultancy,116379.06,RTGS,Milestone payment for Consultancy,OFFICER-01,BUD-8935,PROJ-038
NTX-00501,2025-06-05T14:06:44,DEPT-EDU-DELHI,VEN-009,Consultancy,94299.43,NEFT,Maintenance support for DEPT-EDU-DELHI,OFFICER-01,BUD-4678,PROJ-038
NTX-00502,2025-06-29T16:33:22,DEPT-EDU-DELHI,VEN-009,Consultancy,34718.35,UPI,Maintenance support for DEPT-EDU-DELHI,OFFICER-00,BUD-2291,PROJ-038
NTX-00503,2025-01-24T10:58:45,DEPT-EDU-DELHI,VEN-009,Consultancy,69905.64,UPI,Consultancy charges for PROJ-038,OFFICER-01,BUD-4359,PROJ-038
NTX-00504,2025-02-08T13:37:40,DEPT-EDU-DELHI,VEN-009,Consultancy,405072.46,NEFT,Procurement for Smart City Mission - Phase 3,OFFICER-09,BUD-1577,PROJ-038
NTX-00505,2025-04-27T16:17:25,DEPT-EDU-DELHI,VEN-009,Consultancy,32582.35,NEFT,Maintenance support for DEPT-EDU-DELHI,OFFICER-06,BUD-8513,PROJ-038
NTX-00506,2025-08-31T11:41:01,DEPT-EDU-DELHI,VEN-009,Consultancy,22568.7,UPI,Maintenance support for DEPT-EDU-DELHI,OFFICER-03,BUD-8823,PROJ-038
NTX-00507,2025-07-24T12:26:05,DEPT-EDU-DELHI,VEN-009,Consultancy,208098.1,RTGS,Milestone payment for Consultancy,OFFICER-05,BUD-8528,PROJ-038
NTX-00508,2025-07-18T15:17:57,DEPT-EDU-DELHI,VEN-009,Consultancy,5439.84,RTGS,Milestone payment for Consultancy,OFFICER-04,BUD-6921,PROJ-038
NTX-00509,2025-11-12T12:18:00,DEPT-EDU-DELHI,VEN-009,Consultancy,317505.27,NEFT,Procurement for Swachh Bharat - Phase 5,OFFICER-09,BUD-1623,PROJ-038
NTX-00510,2025-02-22T09:10:53,DEPT-EDU-DELHI,VEN-009,Consultancy,43865.55,UPI,Milestone payment for Consultancy,OFFICER-03,BUD-7888,PROJ-038
NTX-00511,2025-09-01T13:45:35,DEPT-EDU-DELHI,VEN-009,Consultancy,84629.28,RTGS,Milestone payment for Consultancy,OFFICER-07,BUD-5778,PROJ-038
NTX-00512,2025-02-06T09:51:30,DEPT-EDU-DELHI,VEN-009,Consultancy,92113.76,UPI,Quarterly supply refill for Digital India,OFFICER-06,BUD-3628,PROJ-038
NTX-00513,2025-01-05T13:31:48,DEPT-EDU-DELHI,VEN-009,Consultancy,19861.4,RTGS,Quarterly supply refill for PMGSY,OFFICER-03,BUD-8635,PROJ-038
NTX-00514,2025-05-22T15:20:15,DEPT-HEALTH-AIIMS,VEN-009,Manpower,1393719.41,UPI,Consultancy charges for PROJ-039,OFFICER-08,BUD-5025,PROJ-039
NTX-00515,2025-10-31T16:40:43,DEPT-HEALTH-AIIMS,VEN-012,Manpower,19279.56,RTGS,Milestone payment for Manpower,OFFICER-08,BUD-1351,PROJ-039
NTX-00516,2025-08-26T14:49:04,DEPT-HEALTH-AIIMS,VEN-012,Manpower,338821.28,UPI,Maintenance support for DEPT-HEALTH-AIIMS,OFFICER-08,BUD-2041,PROJ-039
NTX-00517,2025-07-27T13:36:39,DEPT-HEALTH-AIIMS,VEN-012,Manpower,6618.05,RTGS,Procurement for Swachh Bharat - Phase 3,OFFICER-09,BUD-1134,PROJ-039
NTX-00518,2025-01-21T14:49:49,DEPT-HEALTH-AIIMS,VEN-012,Manpower,87737.92,UPI,Consultancy charges for PROJ-039,OFFICER-09,BUD-5070,PROJ-039
NTX-00519,2025-08-05T10:07:21,DEPT-HEALTH-AIIMS,VEN-012,Manpower,299739.13,RTGS,Quarterly supply refill for Swachh Bharat,OFFICER-00,BUD-5198,PROJ-039
NTX-00520,2025-01-16T12:05:54,DEPT-HEALTH-AIIMS,VEN-012,Manpower,1920157.93,RTGS,Milestone payment for Manpower,OFFICER-05,BUD-7802,PROJ-039
NTX-00521,2025-06-08T14:54:08,DEPT-HEALTH-AIIMS,VEN-012,Manpower,17527.23,NEFT,Quarterly supply refill for Digital India,OFFICER-05,BUD-2983,PROJ-039
NTX-00522,2025-04-11T16:09:53,DEPT-HEALTH-AIIMS,VEN-012,Manpower,45500.17,NEFT,Procurement for Smart City Mission - Phase 2,OFFICER-08,BUD-4360,PROJ-039
NTX-00523,2025-04-06T15:36:47,DEPT-HEALTH-AIIMS,VEN-012,Manpower,458092.55,NEFT,Maintenance support for DEPT-HEALTH-AIIMS,OFFICER-09,BUD-6408,PROJ-039
NTX-00524,2025-01-06T09:43:16,DEPT-CPWD,VEN-019,Consultancy,95952.22,UPI,Quarterly supply refill for Swachh Bharat,OFFICER-06,BUD-8953,PROJ-040
NTX-00525,2025-01-07T15:33:00,DEPT-CPWD,VEN-019,Consultancy,43294.66,NEFT,Maintenance support for DEPT-CPWD,OFFICER-03,BUD-3644,PROJ-040
NTX-00526,2025-01-06T10:01:43,DEPT-CPWD,VEN-019,Consultancy,3323577.59,UPI,Maintenance support for DEPT-CPWD,OFFICER-05,BUD-5539,PROJ-040
NTX-00527,2025-01-09T15:04:33,DEPT-CPWD,VEN-019,Consultancy,486127.48,NEFT,Milestone payment for Consultancy,OFFICER-06,BUD-1635,PROJ-040
NTX-00528,2025-01-09T17:57:59,DEPT-CPWD,VEN-019,Consultancy,85854.67,NEFT,Milestone payment for Consultancy,OFFICER-03,BUD-6150,PROJ-040
NTX-00529,2025-01-08T14:00:28,DEPT-CPWD,VEN-019,Consultancy,128630.08,NEFT,Milestone payment for Consultancy,OFFICER-05,BUD-2441,PROJ-040
NTX-00530,2025-01-09T16:38:31,DEPT-CPWD,VEN-019,Consultancy,301606.65,UPI,Quarterly supply refill for Swachh Bharat,OFFICER-00,BUD-4080,PROJ-040
NTX-00531,2025-01-05T10:36:21,DEPT-CPWD,VEN-008,Consultancy,62704.2,RTGS,Procurement for Ayushman Bharat - Phase 1,OFFICER-04,BUD-4300,PROJ-040
NTX-00532,2025-01-06T16:22:17,DEPT-CPWD,VEN-019,Consultancy,424788.7,NEFT,Milestone payment for Consultancy,OFFICER-00,BUD-7459,PROJ-040
NTX-00533,2025-01-05T10:25:03,DEPT-CPWD,VEN-019,Consultancy,1787054.74,UPI,Quarterly supply refill for Swachh Bharat,OFFICER-09,BUD-1466,PROJ-040
NTX-00534,2025-01-04T12:12:01,DEPT-CPWD,VEN-019,Consultancy,2146855.35,UPI,Maintenance support for DEPT-CPWD,OFFICER-02,BUD-1279,PROJ-040
NTX-00535,2025-01-06T12:22:34,DEPT-CPWD,VEN-019,Consultancy,511164.04,RTGS,Consultancy charges for PROJ-040,OFFICER-09,BUD-3820,PROJ-040
NTX-00536,2025-01-04T15:49:07,DEPT-CPWD,VEN-019,Consultancy,342254.29,NEFT,Procurement for Ayushman Bharat - Phase 2,OFFICER-00,BUD-9649,PROJ-040
NTX-00537,2025-01-08T14:52:42,DEPT-CPWD,VEN-019,Consultancy,45830.56,NEFT,Milestone payment for Consultancy,OFFICER-05,BUD-5323,PROJ-040
NTX-00538,2025-05-19T15:17:17,DEPT-CPWD,VEN-006,IT Hardware,34590.92,RTGS,Milestone payment for IT Hardware,OFFICER-04,BUD-6360,PROJ-041
NTX-00539,2025-09-11T09:52:09,DEPT-CPWD,VEN-006,IT Hardware,7032.84,UPI,Milestone payment for IT Hardware,OFFICER-00,BUD-6589,PROJ-041
NTX-00540,2025-09-21T14:00:11,DEPT-CPWD,VEN-006,IT Hardware,44649.68,UPI,Procurement for Ayushman Bharat - Phase 5,OFFICER-01,BUD-8366,PROJ-041
NTX-00541,2025-04-19T16:00:08,DEPT-CPWD,VEN-006,IT Hardware,34354.78,NEFT,Quarterly supply refill for Ayushman Bharat,OFFICER-07,BUD-5217,PROJ-041
NTX-00542,2025-05-30T10:41:30,DEPT-CPWD,VEN-006,IT Hardware,37721.59,NEFT,Procurement for Smart City Mission - Phase 4,OFFICER-09,BUD-6471,PROJ-041
NTX-00543,2025-08-06T13:27:36,DEPT-CPWD,VEN-006,IT Hardware,1423196.15,UPI,Consultancy charges for PROJ-041,OFFICER-06,BUD-9773,PROJ-041
NTX-00544,2025-03-30T14:17:49,DEPT-CPWD,VEN-006,IT Hardware,2195109.17,RTGS,Milestone payment for IT Hardware,OFFICER-07,BUD-7702,PROJ-041
NTX-00545,2025-08-20T16:03:29,DEPT-CPWD,VEN-006,IT Hardware,238916.6,UPI,Procurement for Smart City Mission - Phase 4,OFFICER-02,BUD-7386,PROJ-041
NTX-00546,2025-09-19T11:26:53,DEPT-CPWD,VEN-006,IT Hardware,3937058.53,UPI,Milestone payment for IT Hardware,OFFICER-04,BUD-2482,PROJ-041
NTX-00547,2025-04-20T09:42:22,DEPT-CPWD,VEN-006,IT Hardware,720643.04,UPI,Quarterly supply refill for Digital India,OFFICER-02,BUD-6079,PROJ-041
NTX-00548,2025-09-17T17:33:19,DEPT-CPWD,VEN-006,IT Hardware,11214.63,UPI,Consultancy charges for PROJ-041,OFFICER-04,BUD-3926,PROJ-041
NTX-00549,2025-05-04T09:14:26,DEPT-CPWD,VEN-080,IT Hardware,28493.56,UPI,Procurement for Ayushman Bharat - Phase 2,OFFICER-03,BUD-8695,PROJ-041
NTX-00550,2025-08-31T10:36:00,DEPT-CPWD,VEN-006,IT Hardware,107918.86,NEFT,Maintenance support for DEPT-CPWD,OFFICER-02,BUD-4330,PROJ-041
NTX-00551,2025-12-30T13:14:02,DEPT-HEALTH-AIIMS,VEN-042,Civil Works,42834.3,RTGS,Maintenance support for DEPT-HEALTH-AIIMS,OFFICER-01,BUD-8761,PROJ-042
NTX-00552,2025-02-01T13:52:24,DEPT-HEALTH-AIIMS,VEN-042,Civil Works,258117.37,NEFT,Procurement for Digital India - Phase 1,OFFICER-00,BUD-3629,PROJ-042
NTX-00553,2025-07-09T14:20:15,DEPT-HEALTH-AIIMS,VEN-042,Civil Works,221741.92,UPI,Maintenance support for DEPT-HEALTH-AIIMS,OFFICER-03,BUD-4532,PROJ-042
NTX-00554,2025-03-08T09:57:00,DEPT-HEALTH-AIIMS,VEN-042,Civil Works,1647632.09,NEFT,Consultancy charges for PROJ-042,OFFICER-01,BUD-9969,PROJ-042
NTX-00555,2025-06-03T12:29:56,DEPT-HEALTH-AIIMS,VEN-042,Civil Works,10083.7,RTGS,Procurement for Ayushman Bharat - Phase 3,OFFICER-03,BUD-5059,PROJ-042
NTX-00556,2025-05-08T14:44:42,DEPT-HEALTH-AIIMS,VEN-042,Civil Works,321250.9,UPI,Maintenance support for DEPT-HEALTH-AIIMS,OFFICER-03,BUD-4976,PROJ-042
NTX-00557,2025-11-21T09:39:34,DEPT-HEALTH-AIIMS,VEN-042,Civil Works,12343.47,RTGS,Procurement for Digital India - Phase 4,OFFICER-04,BUD-7705,PROJ-042
NTX-00558,2025-10-18T16:09:35,DEPT-HEALTH-AIIMS,VEN-042,Civil Works,493045.09,UPI,Consultancy charges for PROJ-042,OFFICER-00,BUD-9548,PROJ-042
NTX-00559,2025-08-09T09:38:45,DEPT-HEALTH-AIIMS,VEN-042,Civil Works,717104.34,NEFT,Maintenance support for DEPT-HEALTH-AIIMS,OFFICER-00,BUD-4064,PROJ-042
NTX-00560,2025-11-17T11:42:48,DEPT-HEALTH-AIIMS,VEN-042,Civil Works,20591.32,UPI,Maintenance support for DEPT-HEALTH-AIIMS,OFFICER-08,BUD-4950,PROJ-042
NTX-00561,2025-05-23T15:13:18,DEPT-NHAI,VEN-004,Civil Works,108934.07,RTGS,Milestone payment for Civil Works,OFFICER-08,BUD-2102,PROJ-043
NTX-00562,2025-09-07T12:05:48,DEPT-NHAI,VEN-004,Civil Works,490081.93,RTGS,Quarterly supply refill for Ayushman Bharat,OFFICER-06,BUD-6168,PROJ-043
NTX-00563,2025-11-03T15:18:35,DEPT-NHAI,VEN-004,Civil Works,478302.98,UPI,Quarterly supply refill for Ayushman Bharat,OFFICER-04,BUD-8308,PROJ-043
NTX-00564,2025-01-18T14:09:08,DEPT-NHAI,VEN-004,Civil Works,268230.63,NEFT,Quarterly supply refill for PMGSY,OFFICER-02,BUD-1138,PROJ-043
NTX-00565,2025-03-18T17:42:01,DEPT-NHAI,VEN-004,Civil Works,459008.09,UPI,Consultancy charges for PROJ-043,OFFICER-03,BUD-5104,PROJ-043
NTX-00566,2025-01-31T13:54:41,DEPT-NHAI,VEN-004,Civil Works,9714.37,NEFT,Consultancy charges for PROJ-043,OFFICER-06,BUD-2712,PROJ-043
NTX-00567,2025-08-31T13:58:23,DEPT-NHAI,VEN-004,Civil Works,3726798.85,UPI,Consultancy charges for PROJ-043,OFFICER-03,BUD-7876,PROJ-043
